Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[65]     0.1    0.02    0.00    5236         point::operator-(void) [65]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.1    0.02    0.00                 fabs [66]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.1    0.02    0.00                 log [67]
-----------------------------------------------
                0.01    0.01    3460/3460        sphere::intersect(ray, intersection &) [6]
[68]     0.1    0.01    0.01    3460         point::unit(void) [68]
                0.00    0.01    3460/3460        point::mag(void) [86]
                0.00    0.00    3460/3460        point::operator*=(float) [112]
-----------------------------------------------
                0.00    0.01       1/1           render(object *, char *, int, int, int) [3]
[69]     0.1    0.00    0.01       1         ppm_output::ppm_output(char *, int, int) [69]
                0.00    0.01       1/1           output::output(char *, char *, int, int) [81]
                0.00    0.00       1/1           fprintf [90]
-----------------------------------------------
                0.00    0.01       1/1           point::ref(int) [72]
[70]     0.1    0.00    0.01       1         output::~output(void) [70]
                0.00    0.01       1/1           fclose [71]
-----------------------------------------------
                0.00    0.01       1/1           output::~output(void) [70]
[71]     0.1    0.00    0.01       1         fclose [71]
                0.01    0.00       1/1           close [83]
                0.00    0.00       1/17478       free [17]
                0.00    0.00       1/1           fflush [152]
-----------------------------------------------
                0.00    0.01       1/1           render(object *, char *, int, int, int) [3]
[72]     0.1    0.00    0.01       1         point::ref(int) [72]
                0.00    0.01       1/1           output::~output(void) [70]
-----------------------------------------------
                0.01    0.00    2512/2512        random [63]
[73]     0.1    0.01    0.00    2512         _randomjunk [73]
                0.00    0.00       1/19128       malloc [21]
-----------------------------------------------
                0.00    0.00       7/2534        _doprnt [89]
                0.00    0.00      15/2534        morecore [87]
                0.01    0.00    2512/2534        frandom [53]
[74]     0.1    0.01    0.00    2534         .udiv [74]
-----------------------------------------------
                0.00    0.00       1/16194       render(object *, char *, int, int, int) [3]
                0.01    0.00   16193/16194       trace(ray &, model &, int) <cycle 1> [5]
[75]     0.1    0.01    0.00   16194         object::next(void) [75]
-----------------------------------------------
                0.01    0.00    7500/7500        ppm_output::putpixel(int, int, point &) [30]
[76]     0.1    0.01    0.00    7500         point::d(void) [76]
-----------------------------------------------
                0.00    0.01    6920/6920        sphere::intersect(ray, intersection &) [6]
[77]     0.1    0.00    0.01    6920         point::operator[](int) [77]
                0.01    0.00    6920/6920        point::ref(int) [78]
-----------------------------------------------
                0.01    0.00    6920/6920        point::operator[](int) [77]
[78]     0.1    0.01    0.00    6920         point::ref(int) [78]
-----------------------------------------------
                0.01    0.00    5235/5235        trace(ray &, model &, int) <cycle 1> [5]
[79]     0.1    0.01    0.00    5235         object::get_texture(void) [79]
-----------------------------------------------
                0.01    0.00    3460/3460        point::operator-(point &) [49]
[80]     0.1    0.01    0.00    3460         point::operator+=(point &) [80]
-----------------------------------------------
                0.00    0.01       1/1           ppm_output::ppm_output(char *, int, int) [69]
[81]     0.1    0.00    0.01       1         output::output(char *, char *, int, int) [81]
                0.00    0.01       1/1           fopen [84]
                0.00    0.00       2/2           strlen [144]
                0.00    0.00       1/1           strcpy [163]
                0.00    0.00       1/1           strcat [162]
-----------------------------------------------
                0.00    0.01       1/1           fopen [84]
[82]     0.1    0.00    0.01       1         _endopen [82]
                0.01    0.00       1/1           open [85]
-----------------------------------------------
                0.01    0.00       1/1           fclose [71]
[83]     0.1    0.01    0.00       1         close [83]
-----------------------------------------------
                0.00    0.01       1/1           output::output(char *, char *, int, int) [81]
[84]     0.1    0.00    0.01       1         fopen [84]
                0.00    0.01       1/1           _endopen [82]
                0.00    0.00       1/1           _findiop [148]
-----------------------------------------------
                0.01    0.00       1/1           _endopen [82]
[85]     0.1    0.01    0.00       1         open [85]
-----------------------------------------------
                0.00    0.01    3460/3460        point::unit(void) [68]
[86]     0.1    0.00    0.01    3460         point::mag(void) [86]
                0.01    0.00    3460/100618      point::mag2(void) [24]
-----------------------------------------------
                0.00    0.00      15/15          malloc [21]
[87]     0.0    0.00    0.00      15         morecore [87]
                0.00    0.00      15/17478       free [17]
                0.00    0.00      15/2534        .udiv [74]
                0.00    0.00       1/17413       putfreehdr [47]
                0.00    0.00       1/17421       getfreehdr [60]
                0.00    0.00      15/15          .umul [102]
                0.00    0.00      15/16          sbrk [120]
                0.00    0.00       1/1           getpagesize [155]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[88]     0.0    0.00    0.00       1         generate(void) [88]
                0.00    0.00      12/2512        frandom [53]
                0.00    0.00       3/3           sphere::complete(void) [92]
                0.00    0.00       1/1           poly::complete(void) [93]
                0.00    0.00       4/4           poly::set(int, point &) [99]
                0.00    0.00       6/6           xform::xform(xform_types, point &) [125]
                0.00    0.00       6/8           xform::xform(xform_types) [122]
                0.00    0.00       4/4           sphere::transform(xform &) [134]
                0.00    0.00       3/7           texture::texture(point &, point &, point &, float) [123]
                0.00    0.00       3/3           poly::transform(xform &) [138]
                0.00    0.00       3/4           object::object(texture &) [131]
                0.00    0.00       3/3           object::append(object &) [137]
                0.00    0.00       3/17          texture::~texture(void) [118]
                0.00    0.00       1/2           board_texture::board_texture(texture &, texture &) [139]
                0.00    0.00       1/1           poly::poly(int, texture &) [145]
                0.00    0.00       1/2           xform::xform(xform_types, float) [141]
                0.00    0.00       1/3           board_texture::~board_texture(void) [136]
-----------------------------------------------
                0.00    0.00       1/1           fprintf [90]
[89]     0.0    0.00    0.00       1         _doprnt [89]
                0.00    0.00       7/2534        .udiv [74]
                0.00    0.00       1/1           _wrtchk [96]
                0.00    0.00       7/2519        .urem [101]
                0.00    0.00       1/1           localeconv [158]
-----------------------------------------------
                0.00    0.00       1/1           ppm_output::ppm_output(char *, int, int) [69]
[90]     0.0    0.00    0.00       1         fprintf [90]
                0.00    0.00       1/1           _doprnt [89]
-----------------------------------------------
                0.00    0.00       1/2           start [1]
                0.00    0.00       1/2           __do_global_ctors [97]
[91]     0.0    0.00    0.00       2         on_exit [91]
                0.00    0.00       2/19128       malloc [21]
-----------------------------------------------
                0.00    0.00       3/3           generate(void) [88]
[92]     0.0    0.00    0.00       3         sphere::complete(void) [92]
                0.00    0.00       9/615843      xform::rowmult(int, float *) [10]
-----------------------------------------------
                0.00    0.00       1/1           generate(void) [88]
[93]     0.0    0.00    0.00       1         poly::complete(void) [93]
                0.00    0.00       1/1           poly::inormal(void) [94]
-----------------------------------------------
                0.00    0.00       1/1           poly::complete(void) [93]
[94]     0.0    0.00    0.00       1         poly::inormal(void) [94]
                0.00    0.00       3/615843      xform::rowmult(int, float *) [10]
                0.00    0.00       1/1           point::transform(xform &) [98]
                0.00    0.00       1/1           point::operator-=(point &) [100]
                0.00    0.00       1/1           point::unitize(void) [165]
-----------------------------------------------
                0.00    0.00       1/1           _wrtchk [96]
[95]     0.0    0.00    0.00       1         _findbuf [95]
                0.00    0.00       1/19128       malloc [21]
                0.00    0.00       1/1           isatty [157]
                0.00    0.00       1/1           fstat [154]
-----------------------------------------------
                0.00    0.00       1/1           _doprnt [89]
[96]     0.0    0.00    0.00       1         _wrtchk [96]
                0.00    0.00       1/1           _findbuf [95]
-----------------------------------------------
                                                 <spontaneous>
[97]     0.0    0.00    0.00                 __do_global_ctors [97]
                0.00    0.00       1/2           on_exit [91]
-----------------------------------------------
                0.00    0.00       1/1           poly::inormal(void) [94]
[98]     0.0    0.00    0.00       1         point::transform(xform &) [98]
                0.00    0.00       3/615843      xform::rowmult(int, float *) [10]
-----------------------------------------------
                0.00    0.00       4/4           generate(void) [88]
[99]     0.0    0.00    0.00       4         poly::set(int, point &) [99]
                0.00    0.00       4/109472      poly::ref(int) [26]
                0.00    0.00       4/10          point::d(void) [121]
-----------------------------------------------
                0.00    0.00       1/1           poly::inormal(void) [94]
[100]    0.0    0.00    0.00       1         point::operator-=(point &) [100]
                0.00    0.00       1/5236        point::operator-(void) [65]
                0.00    0.00       1/1           point::operator+=(point &) [147]
-----------------------------------------------
                0.00    0.00       7/2519        _doprnt [89]
                0.00    0.00    2512/2519        frandom [53]
[101]    0.0    0.00    0.00    2519         .urem [101]
-----------------------------------------------
                0.00    0.00      15/15          morecore [87]
[102]    0.0    0.00    0.00      15         .umul [102]
-----------------------------------------------
                0.00    0.00    8695/8695        fast_texture::value(point &, point &, point &, model &, int) <cycle 1> [9]
[108]    0.0    0.00    0.00    8695         point::contract(void) [108]
-----------------------------------------------
                0.00    0.00    7500/7500        ppm_output::putpixel(int, int, point &) [30]
[109]    0.0    0.00    0.00    7500         fputc [109]
-----------------------------------------------
                0.00    0.00    7500/7500        point::operator[](int) [61]
[110]    0.0    0.00    0.00    7500         point::ref(int) [110]
-----------------------------------------------
                0.00    0.00    6920/6920        sphere::intersect(ray, intersection &) [6]
[111]    0.0    0.00    0.00    6920         point::d(void) [111]
-----------------------------------------------
                0.00    0.00    3460/3460        point::unit(void) [68]
[112]    0.0    0.00    0.00    3460         point::operator*=(float) [112]
-----------------------------------------------
                0.00    0.00    3460/3460        trace(ray &, model &, int) <cycle 1> [5]
[113]    0.0    0.00    0.00    3460         object::get_texture(void) [113]
-----------------------------------------------
                0.00    0.00      50/50          render(object *, char *, int, int, int) [3]
[114]    0.0    0.00    0.00      50         ppm_output::flushrow(int) [114]
-----------------------------------------------
                0.00    0.00      42/42          xform::xform(xform_types, point &) [125]
[115]    0.0    0.00    0.00      42         point::operator[](int) [115]
                0.00    0.00      42/42          point::ref(int) [116]
-----------------------------------------------
                0.00    0.00      42/42          point::operator[](int) [115]
[116]    0.0    0.00    0.00      42         point::ref(int) [116]
-----------------------------------------------
                0.00    0.00       9/21          poly::transform(xform &) [138]
                0.00    0.00      12/21          sphere::transform(xform &) [134]
[117]    0.0    0.00    0.00      21         xform::xform(xform &) [117]
-----------------------------------------------
                0.00    0.00       3/17          object::tune_texture(model &) [135]
                0.00    0.00       3/17          generate(void) [88]
                0.00    0.00       4/17          output::flush(void) [133]
                0.00    0.00       7/17          board_texture::~board_texture(void) [136]
[118]    0.0    0.00    0.00      17         texture::~texture(void) [118]
-----------------------------------------------
                0.00    0.00       4/16          fast_texture::fast_texture(fast_texture &) [130]
                0.00    0.00       5/16          fast_texture::fast_texture(model &, texture &) [126]
                0.00    0.00       7/16          texture::dup(void) [124]
[119]    0.0    0.00    0.00      16         texture::texture(texture &) [119]
-----------------------------------------------
                0.00    0.00       1/16          getfreehdr [60]
                0.00    0.00      15/16          morecore [87]
[120]    0.0    0.00    0.00      16         sbrk [120]
-----------------------------------------------
                0.00    0.00       4/10          poly::set(int, point &) [99]
                0.00    0.00       6/10          xform::xform(xform_types, point &) [125]
[121]    0.0    0.00    0.00      10         point::d(void) [121]
-----------------------------------------------
                0.00    0.00       2/8           poly::poly(int, texture &) [145]
                0.00    0.00       6/8           generate(void) [88]
[122]    0.0    0.00    0.00       8         xform::xform(xform_types) [122]
-----------------------------------------------
                0.00    0.00       2/7           board_texture::board_texture(texture &, texture &) [139]
                0.00    0.00       2/7           board_texture::board_texture(board_texture &) [140]
                0.00    0.00       3/7           generate(void) [88]
[123]    0.0    0.00    0.00       7         texture::texture(point &, point &, point &, float) [123]
-----------------------------------------------
                0.00    0.00       2/7           board_texture::board_texture(texture &, texture &) [139]
                0.00    0.00       2/7           board_texture::board_texture(board_texture &) [140]
                0.00    0.00       3/7           object::object(texture &) [131]
[124]    0.0    0.00    0.00       7         texture::dup(void) [124]
                0.00    0.00       7/16          texture::texture(texture &) [119]
-----------------------------------------------
                0.00    0.00       6/6           generate(void) [88]
[125]    0.0    0.00    0.00       6         xform::xform(xform_types, point &) [125]
                0.00    0.00      42/42          point::operator[](int) [115]
                0.00    0.00       6/10          point::d(void) [121]
-----------------------------------------------
                0.00    0.00       5/5           texture::tune_texture(model &) [129]
[126]    0.0    0.00    0.00       5         fast_texture::fast_texture(model &, texture &) [126]
                0.00    0.00       5/16          texture::texture(texture &) [119]
                0.00    0.00       5/5           light::at(void) [127]
                0.00    0.00       5/5           light::i(void) [128]
-----------------------------------------------
                0.00    0.00       5/5           fast_texture::fast_texture(model &, texture &) [126]
[127]    0.0    0.00    0.00       5         light::at(void) [127]
-----------------------------------------------
                0.00    0.00       5/5           fast_texture::fast_texture(model &, texture &) [126]
[128]    0.0    0.00    0.00       5         light::i(void) [128]
-----------------------------------------------
                0.00    0.00       2/5           board_texture::tune_texture(model &) [164]
                0.00    0.00       3/5           object::tune_texture(model &) [135]
[129]    0.0    0.00    0.00       5         texture::tune_texture(model &) [129]
                0.00    0.00       5/5           fast_texture::fast_texture(model &, texture &) [126]
-----------------------------------------------
                0.00    0.00       4/4           fast_texture::dup(void) [132]
[130]    0.0    0.00    0.00       4         fast_texture::fast_texture(fast_texture &) [130]
                0.00    0.00       4/16          texture::texture(texture &) [119]
-----------------------------------------------
                0.00    0.00       1/4           poly::poly(int, texture &) [145]
                0.00    0.00       3/4           generate(void) [88]
[131]    0.0    0.00    0.00       4         object::object(texture &) [131]
                0.00    0.00       3/7           texture::dup(void) [124]
                0.00    0.00       1/1           board_texture::dup(void) [150]
-----------------------------------------------
                0.00    0.00       2/4           board_texture::board_texture(texture &, texture &) [139]
                0.00    0.00       2/4           board_texture::board_texture(board_texture &) [140]
[132]    0.0    0.00    0.00       4         fast_texture::dup(void) [132]
                0.00    0.00       4/4           fast_texture::fast_texture(fast_texture &) [130]
-----------------------------------------------
                0.00    0.00       2/4           board_texture::~board_texture(void) [136]
                0.00    0.00       2/4           board_texture::tune_texture(model &) [164]
[133]    0.0    0.00    0.00       4         output::flush(void) [133]
                0.00    0.00       4/17          texture::~texture(void) [118]
-----------------------------------------------
                0.00    0.00       4/4           generate(void) [88]
[134]    0.0    0.00    0.00       4         sphere::transform(xform &) [134]
                0.00    0.00      12/21          xform::xform(xform &) [117]
-----------------------------------------------
                0.00    0.00       4/4           render(object *, char *, int, int, int) [3]
[135]    0.0    0.00    0.00       4         object::tune_texture(model &) [135]
                0.00    0.00       3/5           texture::tune_texture(model &) [129]
                0.00    0.00       3/17          texture::~texture(void) [118]
                0.00    0.00       1/1           board_texture::tune_texture(model &) [164]
                0.00    0.00       1/3           board_texture::~board_texture(void) [136]
-----------------------------------------------
                0.00    0.00       1/3           object::tune_texture(model &) [135]
                0.00    0.00       1/3           board_texture::tune_texture(model &) [164]
                0.00    0.00       1/3           generate(void) [88]
[136]    0.0    0.00    0.00       3         board_texture::~board_texture(void) [136]
                0.00    0.00       7/17          texture::~texture(void) [118]
                0.00    0.00       2/4           output::flush(void) [133]
-----------------------------------------------
                0.00    0.00       3/3           generate(void) [88]
[137]    0.0    0.00    0.00       3         object::append(object &) [137]
-----------------------------------------------
                0.00    0.00       3/3           generate(void) [88]
[138]    0.0    0.00    0.00       3         poly::transform(xform &) [138]
                0.00    0.00       9/21          xform::xform(xform &) [117]
-----------------------------------------------
                0.00    0.00       1/2           board_texture::tune_texture(model &) [164]
                0.00    0.00       1/2           generate(void) [88]
[139]    0.0    0.00    0.00       2         board_texture::board_texture(texture &, texture &) [139]
                0.00    0.00       2/7           texture::texture(point &, point &, point &, float) [123]
                0.00    0.00       2/4           fast_texture::dup(void) [132]
                0.00    0.00       2/7           texture::dup(void) [124]
-----------------------------------------------
                0.00    0.00       1/2           board_texture::dup(void) [150]
                0.00    0.00       1/2           board_texture::tune_texture(model &) [164]
[140]    0.0    0.00    0.00       2         board_texture::board_texture(board_texture &) [140]
                0.00    0.00       2/7           texture::texture(point &, point &, point &, float) [123]
                0.00    0.00       2/4           fast_texture::dup(void) [132]
                0.00    0.00       2/7           texture::dup(void) [124]
-----------------------------------------------
                0.00    0.00       1/2           render(object *, char *, int, int, int) [3]
                0.00    0.00       1/2           generate(void) [88]
[141]    0.0    0.00    0.00       2         xform::xform(xform_types, float) [141]
-----------------------------------------------
                0.00    0.00       2/2           main [2]
[142]    0.0    0.00    0.00       2         atoi [142]
-----------------------------------------------
                0.00    0.00       2/2           render(object *, char *, int, int, int) [3]
[143]    0.0    0.00    0.00       2         strcmp [143]
-----------------------------------------------
                0.00    0.00       2/2           output::output(char *, char *, int, int) [81]
[144]    0.0    0.00    0.00       2         strlen [144]
-----------------------------------------------
                0.00    0.00       1/1           generate(void) [88]
[145]    0.0    0.00    0.00       1         poly::poly(int, texture &) [145]
                0.00    0.00       2/8           xform::xform(xform_types) [122]
                0.00    0.00       1/4           object::object(texture &) [131]
-----------------------------------------------
                0.00    0.00       1/1           point::unitize(void) [165]
[146]    0.0    0.00    0.00       1         point::operator*=(float) [146]
-----------------------------------------------
                0.00    0.00       1/1           point::operator-=(point &) [100]
[147]    0.0    0.00    0.00       1         point::operator+=(point &) [147]
-----------------------------------------------
                0.00    0.00       1/1           fopen [84]
[148]    0.0    0.00    0.00       1         _findiop [148]
-----------------------------------------------
                0.00    0.00       1/1           fflush [152]
[149]    0.0    0.00    0.00       1         _xflsbuf [149]
                0.00    0.00       1/1           write [166]
-----------------------------------------------
                0.00    0.00       1/1           object::object(texture &) [131]
[150]    0.0    0.00    0.00       1         board_texture::dup(void) [150]
                0.00    0.00       1/2           board_texture::board_texture(board_texture &) [140]
-----------------------------------------------
                0.00    0.00       1/1           start [1]
[151]    0.0    0.00    0.00       1         exit [151]
-----------------------------------------------
                0.00    0.00       1/1           fclose [71]
[152]    0.0    0.00    0.00       1         fflush [152]
                0.00    0.00       1/1           _xflsbuf [149]
-----------------------------------------------
                0.00    0.00       1/1           render(object *, char *, int, int, int) [3]
[153]    0.0    0.00    0.00       1         output::flush(void) [153]
-----------------------------------------------
                0.00    0.00       1/1           _findbuf [95]
[154]    0.0    0.00    0.00       1         fstat [154]
-----------------------------------------------
                0.00    0.00       1/1           morecore [87]
[155]    0.0    0.00    0.00       1         getpagesize [155]
-----------------------------------------------
                0.00    0.00       1/1           isatty [157]
[156]    0.0    0.00    0.00       1         ioctl [156]
-----------------------------------------------
                0.00    0.00       1/1           _findbuf [95]
[157]    0.0    0.00    0.00       1         isatty [157]
                0.00    0.00       1/1           ioctl [156]
-----------------------------------------------
                0.00    0.00       1/1           _doprnt [89]
[158]    0.0    0.00    0.00       1         localeconv [158]
-----------------------------------------------
                0.00    0.00       1/1           point::mag(void) [160]
[159]    0.0    0.00    0.00       1         point::mag2(void) [159]
-----------------------------------------------
                0.00    0.00       1/1           point::unitize(void) [165]
[160]    0.0    0.00    0.00       1         point::mag(void) [160]
                0.00    0.00       1/1           point::mag2(void) [159]
-----------------------------------------------
                0.00    0.00       1/1           moncontrol [957]
[161]    0.0    0.00    0.00       1         profil [161]
-----------------------------------------------
                0.00    0.00       1/1           output::output(char *, char *, int, int) [81]
[162]    0.0    0.00    0.00       1         strcat [162]
-----------------------------------------------
                0.00    0.00       1/1           output::output(char *, char *, int, int) [81]
[163]    0.0    0.00    0.00       1         strcpy [163]
-----------------------------------------------
                0.00    0.00       1/1           object::tune_texture(model &) [135]
[164]    0.0    0.00    0.00       1         board_texture::tune_texture(model &) [164]
                0.00    0.00       2/5           texture::tune_texture(model &) [129]
                0.00    0.00       2/4           output::flush(void) [133]
                0.00    0.00       1/2           board_texture::board_texture(texture &, texture &) [139]
                0.00    0.00       1/2           board_texture::board_texture(board_texture &) [140]
                0.00    0.00       1/3           board_texture::~board_texture(void) [136]
-----------------------------------------------
                0.00    0.00       1/1           poly::inormal(void) [94]
[165]    0.0    0.00    0.00       1         point::unitize(void) [165]
                0.00    0.00       1/1           point::mag(void) [160]
                0.00    0.00       1/1           point::operator*=(float) [146]
-----------------------------------------------
                0.00    0.00       1/1           _xflsbuf [149]
[166]    0.0    0.00    0.00       1         write [166]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [64] .rem                 [73] _randomjunk          [24] point::mag2(void)  
  [74] .udiv                [96] _wrtchk             [159] point::mag2(void)  
 [102] .umul               [149] _xflsbuf             [50] point::mag2(void)  
 [101] .urem               [137] object::append(object &)  [46] point::mag2(void)  
 [136] board_texture::~board_texture(void)  [32] ray::at(float)      [160] point::mag(void)   
  [70] output::~output(void)  [37] ray::at(float)       [86] point::mag(void)   
 [118] texture::~texture(void) [127] light::at(void)      [43] point::mag(void)   
  [69] ppm_output::ppm_output(char *, int, int) [142] atoi                 [28] point::mag(void)   
 [126] fast_texture::fast_texture(model &, texture &)  [83] close                 [2] main               
 [130] fast_texture::fast_texture(fast_texture &)  [93] poly::complete(void)  [21] malloc             
 [139] board_texture::board_texture(texture &, texture &)  [92] sphere::complete(void)  [87] morecore           
 [140] board_texture::board_texture(board_texture &)  [11] poly::contains(point &)  [41] object::next(void) 
 [145] poly::poly(int, texture &) [108] point::contract(void)  [75] object::next(void) 
 [122] xform::xform(xform_types)  [76] point::d(void)       [91] on_exit            
 [125] xform::xform(xform_types, point &)  [29] point::d(void)       [85] open               
 [141] xform::xform(xform_types, float) [121] point::d(void)      [161] profil             
 [117] xform::xform(xform &) [111] point::d(void)       [47] putfreehdr         
 [131] object::object(texture &)  [33] delete               [30] ppm_output::putpixel(int, int, point &)
  [81] output::output(char *, char *, int, int)  [42] demote               [63] random             
 [123] texture::texture(point &, point &, point &, float) [132] fast_texture::dup(void)  [26] poly::ref(int)     
 [119] texture::texture(texture &) [150] board_texture::dup(void)  [72] point::ref(int)    
 [100] point::operator-=(point &) [124] texture::dup(void)  [116] point::ref(int)    
 [112] point::operator*=(float) [151] exit                 [78] point::ref(int)    
  [56] point::operator*=(float)  [55] exp                  [23] point::ref(int)    
  [27] point::operator*=(float)  [66] fabs                [110] point::ref(int)    
 [146] point::operator*=(float)  [71] fclose                [3] render(object *, char *, int, int, int)
  [35] point::operator+=(point &) [152] fflush               [10] xform::rowmult(int, float *)
 [147] point::operator+=(point &)  [45] floor               [120] sbrk               
  [20] point::operator+=(point &) [133] output::flush(void)  [99] poly::set(int, point &)
  [80] point::operator+=(point &) [153] output::flush(void)  [13] sincos             
  [62] point::operator-(void) [114] ppm_output::flushrow(int)  [12] sqrt               
  [65] point::operator-(void)  [84] fopen               [162] strcat             
  [59] point::operator-(void)  [90] fprintf             [143] strcmp             
  [58] point::operator-(void) [109] fputc               [163] strcpy             
  [15] point::operator-(void)  [53] frandom             [144] strlen             
  [31] point::operator-(void)  [17] free                  [5] trace(ray &, model &, int)
  [39] point::operator-(point &) [154] fstat                 [7] ray::transform(xform &)
  [38] point::operator-(point &)  [57] output::gamma(float) [138] poly::transform(xform &)
  [49] point::operator-(point &)  [88] generate(void)       [98] point::transform(xform &)
  [34] point::operator*(point &)  [19] poly::get(int)      [134] sphere::transform(xform &)
  [48] point::operator*(float)  [79] object::get_texture(void) [164] board_texture::tune_texture(model &)
  [54] point::operator*(float) [113] object::get_texture(void) [135] object::tune_texture(model &)
  [44] point::operator*(float)  [60] getfreehdr          [129] texture::tune_texture(model &)
  [51] point::operator*(float) [155] getpagesize          [68] point::unit(void)  
  [52] point::operator+(point &) [128] light::i(void)       [16] point::unit(void)  
  [14] point::operator[](int)  [94] poly::inormal(void)  [36] point::unit(void)  
  [77] point::operator[](int)  [25] insert              [165] point::unitize(void)
  [61] point::operator[](int)   [8] poly::intersect(ray, intersection &)   [9] fast_texture::value(point &, point &, point &, model &, int)
 [115] point::operator[](int)   [6] sphere::intersect(ray, intersection &)  [40] board_texture::value(point &, point &, point &, model &, int)
  [89] _doprnt             [156] ioctl               [166] write              
  [82] _endopen            [157] isatty              (106) mcount             
  [95] _findbuf            [158] localeconv            [4] <cycle 1>          
 [148] _findiop             [67] log                
